954,www.eurogamer.dk,141
955,www.euroinvestor.dk,11936
956,www.euroman.dk,1350
957,www.eurowoman.dk,1585
958,www.evilmilk.com,21
959,www.evo.co.uk,11
960,www.examiner.com,36
961,www.expertreviews.co.uk,54
962,www.expressen.se,920
963,www.familiejournal.dk,3743
964,www.fanfiction.net,287
965,www.fanpop.com,34
966,www.fashionmodeldirectory.com,39
967,www.fcbarcelona.dk,580
968,www.fdm.dk,2183
969,www.fdmbenzinpriser.dk,266
970,www.feltet.dk,11583
971,www.femina.dk,1322
972,www.festabc.dk,192
973,www.filehippo.com,11
974,www.filipinocupid.com,43
975,www.finanznachrichten.de,32
976,www.findeopskrifter.dk,2106
977,www.finn.no,645
978,www.fitliving.dk,804
979,www.fitnessworld.dk,2125
980,www.fixya.com,63
981,www.flashgames247.com,18
982,www.flatpanels.dk,1185
983,www.flightstats.com,41
984,www.flybillet.dk,375
985,www.football-italia.net,203
986,www.forbes.com,17
987,www.formspring.me,410
988,www.fotbollskanalen.se,12
989,www.fotostart.dk,11
990,www.freekibble.com,62
991,www.freekibblekat.com,45
992,www.freeonlinegames2.co.uk,12
993,www.funnygames.dk,16
994,www.funnygames.nl,13
995,www.funnystuff247.org,15
996,www.funnystuffs.com,111
997,www.futhead.com,107
998,www.fvn.no,28
999,www.gamefaqs.com,118
1000,www.games.com,594
1001,www.gamesbox.com,131
1002,www.gao-subs.com,18
1003,www.gaomanga.com,183
1004,www.garfield.com,25
1005,www.gastro.dk,274
1006,www.gd.no,145
1007,www.geeksaresexy.net,11
1008,www.geocaching.com,340
1009,www.girlgames.com,59
1010,www.girlswithslingshots.com,25
1011,www.givemesport.com,10
1012,www.gizmag.com,25
1013,www.gladespil.dk,47
1014,www.glomdalen.no,62
1015,www.gnavergalleri.dk,114
1016,www.goal.com,321
1017,www.gocomics.com,99
1018,www.godhumor.dk,644
1019,www.gogoanime.com,336
1020,www.goleif.dk,25
1021,www.golf.dk,3560
1022,www.gooddrama.net,84
1023,www.goodreads.com,43
1024,www.gosim.com,18
1025,www.gp.se,16
1026,www.gpsies.com,34
1027,www.gratisspil.dk,1800
1028,www.gribskovavisen.dk,14
1029,www.guardian.co.uk,542
1030,www.guildwars2guru.com,12
1031,www.gulesider.no,25
1032,www.h-avis.no,150
1033,www.handball-world.com,11
1034,www.hardware.no,74
1035,www.hardwareonline.dk,339
1036,www.harpersbazaar.com,14
1037,www.hbold.dk,703
1038,www.health.com,14
1039,www.heatworld.com,25
1040,www.heavy.com,15
1041,www.hegnar.no,1690
1042,www.hel.dk,52
1043,www.hellokids.com,13
1044,www.hemmetsjournal.se,12
1045,www.hemnet.se,201
1046,www.hendesverden.dk,1011
1047,www.herognu.com,123
1048,www.heste-nettet.dk,4265
1049,www.hestegalleri.dk,4041
1050,www.hifipriser.dk,14
1051,www.hitta.se,65
1052,www.hjemmet.dk,566
1053,www.holdet.dk,2274
1054,www.holdsport.dk,411
1055,www.holiday-weather.com,15
1056,www.holidaycheck.de,30
1057,www.horseandhound.co.uk,20
1058,www.hot.dk,1612
1059,www.hotnewhiphop.com,23
1060,www.hs.fi,15
1061,www.ht.no,55
1062,www.huffingtonpost.co.uk,130
1063,www.huffingtonpost.com,728
1064,www.hundegalleri.dk,6551
1065,www.huntersmagazine.com,40
1066,www.hyggestedet.dk,1459
1067,www.ibtimes.com,19
1068,www.icakuriren.se,11
1069,www.idenyt.dk,4925
1070,www.ighome.com,11
1071,www.ilfattoquotidiano.it,34
1072,www.iltalehti.fi,47
1073,www.iltasanomat.fi,61
1074,www.imarkedet.no,16
1075,www.in.dk,77
1076,www.independent.co.uk,61
1077,www.independent.ie,24
1078,www.indkast.dk,235
1079,www.instructables.com,53
1080,www.interdidactica.com,97
1081,www.inv.dk,376
1082,www.isabellas.dk,59
1083,www.jaegerforbundet.dk,143
1084,www.jetcost.dk,23
1085,www.jigidi.com,19
1086,www.jpost.com,23
1087,www.jubii.dk,21917
1088,www.justjared.com,73
1089,www.juventus.dk,12
1090,www.jyllands-posten.dk,221
1091,www.kattegalleri.dk,601
1092,www.kelkoo.dk,84
1093,www.kenzas.se,30
1094,www.kigind.com,105
1095,www.kino.dk,8767
1096,www.kissinggames.com,11
1097,www.kjendis.no,63
1098,www.klart.se,47
1099,www.klassisk.org,28
1100,www.klikk.no,225
1101,www.kokkenkob.dk,10
1102,www.komogvind.dk,15198
1103,www.kongregate.com,15
1104,www.krak.dk,46618
1105,www.kultunaut.dk,28
1106,www.lamebook.com,106
1107,www.laptopmag.com,14
1108,www.last.fm,241
1109,www.lastbilgalleri.dk,80
1110,www.lauritz.com,14602
1111,www.lav-det-selv.dk,317
1112,www.learning-styles-online.com,12
1113,www.leasticoulddo.com,21
1114,www.lefigaro.fr,14
1115,www.letslol.org,31
1116,www.lfgcomic.com,69
1117,www.ligabold.dk,502
1118,www.linkedin.com,13
1119,www.listentoyoutube.com,129
1120,www.liverpool-fc.dk,32
1121,www.liverpool.no,32
1122,www.liverpoolecho.co.uk,139
1123,www.liverpoolfc.dk,19
1124,www.livestrong.com,14
1125,www.locopengu.com,12
1126,www.lofotposten.no,85
1127,www.lolhappens.com,54
1128,www.lostiempos.com,24
1129,www.louiogbearnaisen.dk,16
1130,www.lovemaegan.com,15
1131,www.lydogbilde.no,72
1132,www.lyricsmode.com,10
1133,www.madabc.dk,46
1134,www.mademan.com,15
1135,www.madenimitliv.dk,26
1136,www.madogbolig.dk,401
1137,www.madopskrifter.nu,18
1138,www.madridista.dk,74
1139,www.maduniverset.dk,1547
1140,www.magacin.dk,234
1141,www.magasinetmad.dk,102
1142,www.mail.com,252
1143,www.mama.dk,258
1144,www.manchestereveningnews.co.uk,16
1145,www.manga2u.me,16
1146,www.mangago.com,1350
1147,www.mangahere.com,776
1148,www.mangahit.com,63
1149,www.mapquest.com,16
1150,www.mapsofworld.com,17
1151,www.marinetraffic.com,576
1152,www.marktplaats.nl,12
1153,www.marriland.com,11
1154,www.mascus.dk,138
1155,www.maxim.com,10
1156,www.mediafire.com,210
1157,www.medrundtonline.dk,28
1158,www.meetme.com,95
1159,www.memearcade.com,63
1160,www.memecenter.com,129
1161,www.mensfitness.com,11
1162,www.merriam-webster.com,10
1163,www.metacafe.com,49
1164,www.metacritic.com,22
1165,www.metrolyrics.com,365
1166,www.min-mave.dk,9777
1167,www.minecraftforum.net,13
1168,www.minecraftwiki.net,257
1169,www.mirror.co.uk,181
1170,www.mmo-champion.com,116
1171,www.mobafire.com,51
1172,www.mobil.se,92
1173,www.mobilescandinavia.dk,12646
1174,www.mochigames.com,57
1175,www.moddb.com,56
1176,www.modhoster.com,13
1177,www.modhoster.de,11
1178,www.momondo.dk,19
1179,www.morethanaclub.dk,346
1180,www.motion-online.dk,34
1181,www.motorcykelgalleri.dk,153
1182,www.moviefone.com,12
1183,www.mx.dk,3821
1184,www.myfitnesspal.com,38
1185,www.mylifetime.com,13
1186,www.na24.no,54
1187,www.narutoget.com,232
1188,www.nasdaq.com,60
1189,www.nasdaqomxnordic.com,405
1190,www.nbc.com,19
1191,www.nefisyemektarifleri.com,15
1192,www.netdoktor.dk,3298
1193,www.netsundhedsplejerske.dk,208
1194,www.nettavisen.no,340
1195,www.news-medical.net,15
1196,www.newsit.gr,18
1197,www.newsnow.co.uk,232
1198,www.newyorkerbyheart.com,122
1199,www.ni.dk,8736
1200,www.nickelodeon.dk,93
1201,www.nieuwsblad.be,120
1202,www.nitrome.com,17
1203,www.nj.com,14
1204,www.nordjyske.dk,77
1205,www.nordjyskebiler.dk,14
1206,www.nordlys.no,49
1207,www.notdoppler.com,18
1208,www.notebookcheck.net,23
1209,www.novinky.cz,36
1210,www.nt.se,11
1211,www.nyheder365.dk,144
1212,www.nytimes.com,26
1213,www.ob.dk,417
1214,www.oblad.no,45
1215,www.odsgard.dk,59
1216,www.oestrogen.dk,356
1217,www.okayplayer.com,10
1218,www.oldtrafford.dk,65
1219,www.onlinekhabar.com,35
1220,www.onlineprisen.dk,47
1221,www.ordkamp.dk,20
1222,www.outcamp.dk,18
1223,www.overclock.net,10
1224,www.ovguide.com,256
1225,www.ox.popcap.com,25
1226,www.paleo-opskrifter.dk,26
1227,www.parkers.co.uk,22
1228,www.patient.co.uk,12
1229,www.pawnation.com,45
1230,www.pcadvisor.co.uk,34
1231,www.pcgamer.com,11
1232,www.people.com,155
1233,www.peopleenespanol.com,11
1234,www.peopleofwalmart.com,11
1235,www.peoplestylewatch.com,40
1236,www.pgatour.com,18
1237,www.phonearena.com,113
1238,www.phosee.dk,421
1239,www.photoblip.com,45
1240,www.picbadges.com,15
1241,www.picmonkey.com,77
1242,www.pikstra.com,113
1243,www.pixel.tv,18
1244,www.pizap.com,81
1245,www.play4movie.com,10
1246,www.playhacked.com,18
1247,www.playhub.com,398
1248,www.playpink.com,93
1249,www.pluska.sk,25
1250,www.poloniainfo.dk,530
1251,www.pophangover.com,12
1252,www.pricerunner.dk,12522
1253,www.pricerunner.se,65
1254,www.prisguide.no,20
1255,www.prisjakt.no,19
1256,www.prisjakt.nu,38
1257,www.privataaffarer.se,10
1258,www.proff.dk,66
1259,www.proinvestor.com,236
1260,www.prozeny.cz,44
1261,www.ps3trophies.org,11
1262,www.publicbookshelf.com,10
1263,www.q.dk,2284
1264,www.qnm.it,14
1265,www.quotev.com,116
1266,www.qx.se,107
1267,www.qxl.dk,467
1268,www.qxl.no,36
1269,www.rallye-magazin.de,21
1270,www.rangercentral.com,12
1271,www.ratebeer.com,20
1272,www.rb.no,73
1273,www.rbk.no,12
1274,www.rcgalleri.dk,76
1275,www.realmaeglerne.dk,110
1276,www.recept.nu,44
1277,www.recordere.dk,2202
1278,www.rejse-guide.dk,219
1279,www.rejseavisen.dk,29
1280,www.rejseliv.dk,2040
1281,www.rejseplanen.dk,5667
1282,www.repubblica.it,75
1283,www.reseguiden.se,24
1284,www.resultat.dk,58
1285,www.retardo.dk,507
1286,www.retrevo.com,45
1287,www.reverso.net,25
1288,www.reviewcentre.com,10
1289,www.rightdiagnosis.com,10
1290,www.rlslog.net,135
1291,www.roblox.com,365
1292,www.roiworld.com,1287
1293,www.rollingstone.com,24
1294,www.rottentomatoes.com,13
1295,www.rtl.de,32
1296,www.rubrikk.no,15
1297,www.rumid.dk,199
1298,www.ruteplan.dk,44
1299,www.ryanair.com,224
1300,www.salon.com,12
1301,www.sarahskager.dk,14
1302,www.sat1.de,24
1303,www.scootergalleri.dk,278
1304,www.scope.dk,114
1305,www.scribd.com,31
1306,www.seat24.dk,54
1307,www.seattlepi.com,23
1308,www.seher.no,18
1309,www.senest.dk,11
1310,www.seoghoer.dk,6740
1311,www.seventeen.com,67
1312,www.sheknows.com,16
1313,www.sho.dk,131
1314,www.shopping.com,10
1315,www.side-line.com,14
1316,www.side2.no,27
1317,www.side3.no,16
1318,www.sidereel.com,235
1319,www.sjovforborn.dk,3768
1320,www.sjovforbornpaaferie.dk,688
1321,www.skelbiu.lt,15
1322,www.skivefolkeblad.dk,25
1323,www.skyscanner.dk,1181
1324,www.slotforum.com,36
1325,www.smartphowned.com,13
1326,www.smp.no,91
1327,www.smp.se,44
1328,www.soccermanager.com,38
1329,www.sodahead.com,26
1330,www.soendag.dk,1132
1331,www.soenderjyske.dk,138
1332,www.sol.dk,13422
1333,www.sol.no,291
1334,www.solfaktor.no,60
1335,www.sommerferie.nu,379
1336,www.soundcheck.dk,82
1337,www.space.com,28
1338,www.spicegag.com,28
1339,www.spigo.dk,361
1340,www.spili.dk,125
1341,www.spilleland.com,80
1342,www.spilop.dk,417
1343,www.spinnyverse.com,39
1344,www.spismed.net,67
1345,www.sport.cz,10
1346,www.sporten.dk,17563
1347,www.standard.co.uk,24
1348,www.stardoll.com,620
1349,www.startsiden.no,107
1350,www.stayfriends.se,19
1351,www.steephill.tv,11
1352,www.storm.no,29
1353,www.stourbridgenews.co.uk,59
1354,www.streetmap.co.uk,10
1355,www.studieportalen.dk,387
1356,www.subito.it,10
1357,www.sugarscape.com,132
1358,www.super.cz,20
1359,www.supersaver.dk,326
1360,www.suzuki-forums.com,66
1361,www.svd.se,139
1362,www.swedroid.se,10
1363,www.swellmayde.com,12
1364,www.sydsvenskan.se,31
1365,www.sydsverige.dk,1030
1366,www.taaz.com,139
1367,www.tagged.com,2461
1368,www.taste.com.au,56
1369,www.tasteline.com,26
1370,www.tattoojohnny.com,166
1371,www.teamtalk.com,59
1372,www.teetime.dk,41
1373,www.teknofil.no,10
1374,www.tenmanga.com,1053
1375,www.tentonhammer.com,16
1376,www.tetrisfriends.com,123
1377,www.thailovelinks.com,82
1378,www.theanimalrescuesite.com,44
1379,www.thelocal.se,22
1380,www.thescottishsun.co.uk,22
1381,www.thesims3.com,13
1382,www.thesimsresource.com,414
1383,www.thesun.co.uk,549
1384,www.thetrainline.com,14
1385,www.tilbudonline.dk,110
1386,www.timetolol.com,61
1387,www.tineye.com,205
1388,www.tipsbladet.dk,5679
1389,www.tokfm.pl,33
1390,www.tomshardware.co.uk,12
1391,www.tomshardware.dk,14
1392,www.topix.com,14
1393,www.tradera.com,504
1394,www.traileraddict.com,14
1395,www.traktorgalleri.dk,53
1396,www.travelfish.org,10
1397,www.travellink.dk,72
1398,www.travelmarket.dk,889
1399,www.travelstart.dk,55
1400,www.trendsales.dk,33072
1401,www.treningsforum.no,52
1402,www.tripadvisor.dk,49
1403,www.trulia.com,18
1404,www.trustedreviews.com,27
1405,www.tu.no,55
1406,www.tucasa.com,15
1407,www.tupalo.dk,12
1408,www.tv.com,145
1409,www.tv2.no,312
1410,www.tvguide.com,23
1411,www.tvguide.dk,9429
1412,www.tvrage.com,14
1413,www.tvspielfilm.de,10
1414,www.tvtoday.de,51
1415,www.tweak.dk,79
1416,www.udeoghjemme.dk,2540
1417,www.uesp.net,38
1418,www.ultimate-guitar.com,35
1419,www.united.no,12
1420,www.upload2.com,33
1421,www.urbandictionary.com,19
1422,www.usmagazine.com,100
1423,www.v3.co.uk,13
1424,www.vackertvader.se,14
1425,www.valdemarsro.dk,16
1426,www.valuta.se,15
1427,www.valutakurser.dk,4197
1428,www.valutaomregner.dk,36
1429,www.varebilogtransport.dk,12
1430,www.vejrcentral.dk,27
1431,www.veria.com,16
1432,www.veterinaren.nu,16
1433,www.vg.no,2584
1434,www.vice.com,51
1435,www.videnommad.dk,12
1436,www.video2mp3.net,562
1437,www.vidtomp3.com,14
1438,www.vildmedgolf.dk,50
1439,www.vildmedmad.dk,242
1440,www.vip.de,12
1441,www.virtualmanager.com,2281
1442,www.visitstockholm.com,15
1443,www.viunge.dk,3994
1444,www.viviro.com,429
1445,www.vk.se,27
1446,www.vom.dk,38
1447,www.vorname.com,12
1448,www.w3schools.com,11
1449,www.washingtonpost.com,12
1450,www.wattpad.com,184
1451,www.wayfair.com,21
1452,www.wayn.com,26
1453,www.weather-forecast.com,10
1454,www.weather.com,63
1455,www.website-unavailable.com,232
1456,www.wetpaint.com,224
1457,www.wetter.de,39
1458,www.wetteronline.de,11
1459,www.wgt.com,365
1460,www.wikia.com,18
1461,www.wikihow.com,16
1462,www.windfinder.com,14
1463,www.wine-searcher.com,18
1464,www.worldsnooker.com,10
1465,www.worldstarhiphop.com,19
1466,www.worstpreviews.com,23
1467,www.worthpoint.com,22
1468,www.wowhd.dk,38
1469,www.wowwiki.com,191
1470,www.wreckedexotics.com,20
1471,www.wtfshots.com,12
1472,www.wunderground.com,79
1473,www.x17online.com,51
1474,www.xda-developers.com,14
1475,www.yasni.info,23
1476,www.yelp.dk,43
1477,www.yepi.com,35
1478,www.youm7.com,28
1479,www.zedge.net,11
1480,www.zimbio.com,76
1481,www.zoover.co.uk,13
1482,www.zoover.dk,367
1483,www1.dlinksearch.com,10
1484,www1.skysports.com,149
1485,www1.watchop.com,367
1486,www74.hattrick.org,240
1487,www75.hattrick.org,140
1488,www76.hattrick.org,229
1489,www77.hattrick.org,260
1490,www78.hattrick.org,213
1491,www79.hattrick.org,181
1492,www91.hattrick.org,314
1493,www92.hattrick.org,537
1494,www93.hattrick.org,522
1495,www94.hattrick.org,281
1496,www95.hattrick.org,88
1497,x2.vindicosuite.com,15737
1498,xn--forklelsessr-3cb2x.dk,22
1499,xplayn.com,161
1500,yugioh.wikia.com,29
1501,z13.invisionfree.com,15
1502,zoom-online.dk,110
1503,zulu.dk,59
1504,zynga2-a.akamaihd.net,16103
